Index,dt,customer_type,trigger_type,n_triggered
17671,01/07/22,0,interference,8872
17673,01/07/22,2,interference,4736
17860,02/07/22,1,interference,7133
17862,02/07/22,3,interference,2546
17863,02/07/22,0,interference,8580
17865,02/07/22,2,interference,4821
18052,03/07/22,1,interference,7457
18054,03/07/22,3,interference,2569
18055,03/07/22,0,interference,8171
18057,03/07/22,2,interference,4968
18244,04/07/22,1,interference,7506
18246,04/07/22,3,interference,2489
18247,04/07/22,0,interference,8725
18249,04/07/22,2,interference,4695
18436,05/07/22,1,interference,7839
18438,05/07/22,3,interference,2402
18439,05/07/22,0,interference,8855
18441,05/07/22,2,interference,4690
18628,06/07/22,1,interference,7856
18630,06/07/22,3,interference,2488
18631,06/07/22,0,interference,9497
18633,06/07/22,2,interference,4804
18820,07/07/22,1,interference,7246
18822,07/07/22,3,interference,2570
18823,07/07/22,0,interference,9339
18825,07/07/22,2,interference,5254
19012,08/07/22,1,interference,7437
19014,08/07/22,3,interference,2640
19015,08/07/22,0,interference,9421
19017,08/07/22,2,interference,5218
19204,09/07/22,1,interference,8159
19206,09/07/22,3,interference,2531
19207,09/07/22,0,interference,9503
19209,09/07/22,2,interference,5006
19396,10/07/22,1,interference,7880
19398,10/07/22,3,interference,2559
19399,10/07/22,0,interference,9421
19401,10/07/22,2,interference,5337
19588,11/07/22,1,interference,8027
19590,11/07/22,3,interference,2585
19591,11/07/22,0,interference,9710
19593,11/07/22,2,interference,5025
19780,12/07/22,1,interference,8524
19782,12/07/22,3,interference,2568
19783,12/07/22,0,interference,9200
19785,12/07/22,2,interference,5184
19972,13/07/22,1,interference,7685
19974,13/07/22,3,interference,2674
19975,13/07/22,0,interference,9265
19977,13/07/22,2,interference,5288
20164,14/07/22,1,interference,7426
20166,14/07/22,3,interference,2503
20167,14/07/22,0,interference,10242
20169,14/07/22,2,interference,5044
20356,15/07/22,1,interference,6882
20358,15/07/22,3,interference,2352
20359,15/07/22,0,interference,7523
20361,15/07/22,2,interference,4178
20548,16/07/22,1,interference,7041
20550,16/07/22,3,interference,2648
20551,16/07/22,0,interference,8492
20553,16/07/22,2,interference,4535
20740,17/07/22,1,interference,7319
20742,17/07/22,3,interference,2683
20743,17/07/22,0,interference,8877
20745,17/07/22,2,interference,4894
20932,18/07/22,1,interference,7536
20934,18/07/22,3,interference,2628
20935,18/07/22,0,interference,9731
20937,18/07/22,2,interference,4794
21124,19/07/22,1,interference,7752
21126,19/07/22,3,interference,2771
21127,19/07/22,0,interference,9993
21129,19/07/22,2,interference,4926
21316,20/07/22,1,interference,7631
21318,20/07/22,3,interference,2702
21319,20/07/22,0,interference,10906
21321,20/07/22,2,interference,5198
21508,21/07/22,1,interference,7448
21510,21/07/22,3,interference,2853
21511,21/07/22,0,interference,10476
21513,21/07/22,2,interference,5217
21700,22/07/22,1,interference,7374
21702,22/07/22,3,interference,2657
21703,22/07/22,0,interference,9179
21705,22/07/22,2,interference,4918
21892,23/07/22,1,interference,7114
21894,23/07/22,3,interference,2676
21895,23/07/22,0,interference,8692
21897,23/07/22,2,interference,5063
22084,24/07/22,1,interference,7439
22086,24/07/22,3,interference,2561
22087,24/07/22,0,interference,9390
22089,24/07/22,2,interference,4756
22276,25/07/22,1,interference,7610
22278,25/07/22,3,interference,2554
22279,25/07/22,0,interference,9576
22281,25/07/22,2,interference,5172
22468,26/07/22,1,interference,7595
22470,26/07/22,3,interference,2628
22471,26/07/22,0,interference,9979
22473,26/07/22,2,interference,4969
22660,27/07/22,1,interference,7542
22662,27/07/22,3,interference,2625
22663,27/07/22,0,interference,10203
22665,27/07/22,2,interference,5069
22852,28/07/22,1,interference,7210
22854,28/07/22,3,interference,2782
22855,28/07/22,0,interference,9453
22857,28/07/22,2,interference,4780
23044,29/07/22,1,interference,7350
23046,29/07/22,3,interference,2595
23047,29/07/22,0,interference,10103
23049,29/07/22,2,interference,4984
23236,30/07/22,1,interference,7237
23238,30/07/22,3,interference,2624
23239,30/07/22,0,interference,9293
23241,30/07/22,2,interference,4957
23428,31/07/22,1,interference,7268
23430,31/07/22,3,interference,2623
23431,31/07/22,0,interference,9492
23433,31/07/22,2,interference,4948
23620,01/08/22,1,interference,7525
23622,01/08/22,3,interference,2568
23623,01/08/22,0,interference,9088
23625,01/08/22,2,interference,4776
23812,02/08/22,1,interference,7620
23814,02/08/22,3,interference,2641
23815,02/08/22,0,interference,9548
23817,02/08/22,2,interference,4864
24004,03/08/22,1,interference,7445
24006,03/08/22,3,interference,2832
24007,03/08/22,0,interference,9554
24009,03/08/22,2,interference,5252
24196,04/08/22,1,interference,7919
24198,04/08/22,3,interference,2717
24199,04/08/22,0,interference,9374
24201,04/08/22,2,interference,4989
24388,05/08/22,1,interference,7339
24390,05/08/22,3,interference,2617
24391,05/08/22,0,interference,9275
24393,05/08/22,2,interference,5008
24580,06/08/22,1,interference,6896
24582,06/08/22,3,interference,2773
24583,06/08/22,0,interference,9478
24585,06/08/22,2,interference,4705
24772,07/08/22,1,interference,7139
24774,07/08/22,3,interference,2633
24775,07/08/22,0,interference,8614
24777,07/08/22,2,interference,4575
24964,08/08/22,1,interference,7346
24966,08/08/22,3,interference,2762
24967,08/08/22,0,interference,9308
24969,08/08/22,2,interference,4610
25156,09/08/22,1,interference,7198
25158,09/08/22,3,interference,2699
25159,09/08/22,0,interference,9464
25161,09/08/22,2,interference,4909
25348,10/08/22,1,interference,7765
25350,10/08/22,3,interference,2737
25351,10/08/22,0,interference,7992
25353,10/08/22,2,interference,4924
25540,11/08/22,1,interference,6428
25542,11/08/22,3,interference,2714
25543,11/08/22,0,interference,6979
25545,11/08/22,2,interference,4699
25732,12/08/22,1,interference,7661
25734,12/08/22,3,interference,2626
25735,12/08/22,0,interference,8861
25737,12/08/22,2,interference,4562
25924,13/08/22,1,interference,7266
25926,13/08/22,3,interference,2725
25927,13/08/22,0,interference,8651
25929,13/08/22,2,interference,4614
26116,14/08/22,1,interference,6872
26118,14/08/22,3,interference,2622
26119,14/08/22,0,interference,8289
26121,14/08/22,2,interference,4620
26308,15/08/22,1,interference,6922
26310,15/08/22,3,interference,2826
26311,15/08/22,0,interference,8966
26313,15/08/22,2,interference,4118
26500,16/08/22,1,interference,7667
26502,16/08/22,3,interference,2768
26503,16/08/22,0,interference,8469
26505,16/08/22,2,interference,4358
26692,17/08/22,1,interference,7686
26694,17/08/22,3,interference,2563
26695,17/08/22,0,interference,9201
26697,17/08/22,2,interference,4674
26884,18/08/22,1,interference,7526
26886,18/08/22,3,interference,2605
26887,18/08/22,0,interference,8478
26889,18/08/22,2,interference,5092
27076,19/08/22,1,interference,6358
27078,19/08/22,3,interference,2474
27079,19/08/22,0,interference,7564
27081,19/08/22,2,interference,4302
27268,20/08/22,1,interference,6036
27270,20/08/22,3,interference,2519
27271,20/08/22,0,interference,7797
27273,20/08/22,2,interference,4405
27460,21/08/22,1,interference,6861
27462,21/08/22,3,interference,2443
27463,21/08/22,0,interference,7707
27465,21/08/22,2,interference,4431
27652,22/08/22,1,interference,7097
27654,22/08/22,3,interference,2633
27655,22/08/22,0,interference,7031
27657,22/08/22,2,interference,4396
27844,23/08/22,1,interference,7284
27846,23/08/22,3,interference,2446
27847,23/08/22,0,interference,6470
27849,23/08/22,2,interference,3817
28036,24/08/22,1,interference,6995
28038,24/08/22,3,interference,2607
28039,24/08/22,0,interference,6472
28041,24/08/22,2,interference,4221
28228,25/08/22,1,interference,6772
28230,25/08/22,3,interference,2571
28231,25/08/22,0,interference,6676
28233,25/08/22,2,interference,3993
28420,26/08/22,1,interference,7011
28422,26/08/22,3,interference,2615
28423,26/08/22,0,interference,7508
28425,26/08/22,2,interference,4167
28612,27/08/22,1,interference,7007
28614,27/08/22,3,interference,2643
28615,27/08/22,0,interference,7938
28617,27/08/22,2,interference,4377
28804,28/08/22,1,interference,6773
28806,28/08/22,3,interference,2600
28807,28/08/22,0,interference,8372
28809,28/08/22,2,interference,4480
28996,29/08/22,1,interference,6930
28998,29/08/22,3,interference,2205
28999,29/08/22,0,interference,8219
29001,29/08/22,2,interference,4630
29188,30/08/22,1,interference,6289
29190,30/08/22,3,interference,2379
29191,30/08/22,0,interference,7682
29193,30/08/22,2,interference,4253
29380,31/08/22,1,interference,6270
29382,31/08/22,3,interference,2648
29383,31/08/22,0,interference,7024
29385,31/08/22,2,interference,3938
29572,01/09/22,1,interference,6757
29574,01/09/22,3,interference,2482
29575,01/09/22,0,interference,6714
29577,01/09/22,2,interference,4130
29764,02/09/22,1,interference,6824
29766,02/09/22,3,interference,2476
29767,02/09/22,0,interference,6474
29769,02/09/22,2,interference,4155
29956,03/09/22,1,interference,6328
29958,03/09/22,3,interference,2399
29959,03/09/22,0,interference,6464
29961,03/09/22,2,interference,4600
30148,04/09/22,1,interference,5981
30150,04/09/22,3,interference,2679
30151,04/09/22,0,interference,6756
30153,04/09/22,2,interference,3873
30340,05/09/22,1,interference,5961
30342,05/09/22,3,interference,2529
30343,05/09/22,0,interference,5916
30345,05/09/22,2,interference,3708
30532,06/09/22,1,interference,6227
30534,06/09/22,3,interference,2470
30535,06/09/22,0,interference,6530
30537,06/09/22,2,interference,3969
30724,07/09/22,1,interference,6483
30726,07/09/22,3,interference,2522
30727,07/09/22,0,interference,7508
30729,07/09/22,2,interference,4137
30916,08/09/22,1,interference,5825
30918,08/09/22,3,interference,2608
30919,08/09/22,0,interference,7495
30921,08/09/22,2,interference,4038
31108,09/09/22,1,interference,6045
31110,09/09/22,3,interference,2451
31111,09/09/22,0,interference,7126
31113,09/09/22,2,interference,4217
31300,10/09/22,1,interference,6728
31302,10/09/22,3,interference,2556
31303,10/09/22,0,interference,6848
31305,10/09/22,2,interference,4197
31492,11/09/22,1,interference,6425
31494,11/09/22,3,interference,2546
31495,11/09/22,0,interference,6696
31497,11/09/22,2,interference,4173
31684,12/09/22,1,interference,6302
31686,12/09/22,3,interference,2475
31687,12/09/22,0,interference,6160
31689,12/09/22,2,interference,4025
31876,13/09/22,1,interference,6111
31878,13/09/22,3,interference,2596
31879,13/09/22,0,interference,6291
31881,13/09/22,2,interference,4105
32068,14/09/22,1,interference,6004
32070,14/09/22,3,interference,2470
32071,14/09/22,0,interference,6347
32073,14/09/22,2,interference,3797
32260,15/09/22,1,interference,6098
32262,15/09/22,3,interference,2515
32263,15/09/22,0,interference,6306
32265,15/09/22,2,interference,3741
32452,16/09/22,1,interference,6462
32454,16/09/22,3,interference,2397
32455,16/09/22,0,interference,6683
32457,16/09/22,2,interference,4161
32644,17/09/22,1,interference,7042
32646,17/09/22,3,interference,2631
32647,17/09/22,0,interference,7687
32649,17/09/22,2,interference,4299
32836,18/09/22,1,interference,6791
32838,18/09/22,3,interference,2488
32839,18/09/22,0,interference,7759
32841,18/09/22,2,interference,4304
33028,19/09/22,1,interference,6742
33030,19/09/22,3,interference,2476
33031,19/09/22,0,interference,7611
33033,19/09/22,2,interference,4481
33220,20/09/22,1,interference,6832
33222,20/09/22,3,interference,2456
33223,20/09/22,0,interference,7632
33225,20/09/22,2,interference,4383
33412,21/09/22,1,interference,7495
33414,21/09/22,3,interference,2564
33415,21/09/22,0,interference,8536
33417,21/09/22,2,interference,4835
33604,22/09/22,1,interference,6571
33606,22/09/22,3,interference,2567
33607,22/09/22,0,interference,7817
33609,22/09/22,2,interference,4125
33796,23/09/22,1,interference,6745
33798,23/09/22,3,interference,2618
33799,23/09/22,0,interference,7085
33801,23/09/22,2,interference,3956
33988,24/09/22,1,interference,7238
33990,24/09/22,3,interference,2462
33991,24/09/22,0,interference,7521
33993,24/09/22,2,interference,4207
34180,25/09/22,1,interference,6950
34182,25/09/22,3,interference,2577
34183,25/09/22,0,interference,7029
34185,25/09/22,2,interference,4413
34372,26/09/22,1,interference,6851
34374,26/09/22,3,interference,2518
34375,26/09/22,0,interference,6665
34377,26/09/22,2,interference,3975
34564,27/09/22,1,interference,6044
34566,27/09/22,3,interference,2574
34567,27/09/22,0,interference,5501
34569,27/09/22,2,interference,3606
34756,28/09/22,1,interference,5555
34758,28/09/22,3,interference,2434
34759,28/09/22,0,interference,5888
34761,28/09/22,2,interference,3475
34948,29/09/22,1,interference,5273
34950,29/09/22,3,interference,2546
34951,29/09/22,0,interference,5993
34953,29/09/22,2,interference,3336
35140,30/09/22,1,interference,5555
35142,30/09/22,3,interference,2668
35143,30/09/22,0,interference,5715
35145,30/09/22,2,interference,3898
35332,01/10/22,1,interference,5263
35334,01/10/22,3,interference,2450
35335,01/10/22,0,interference,5216
35337,01/10/22,2,interference,3523
35524,02/10/22,1,interference,5286
35526,02/10/22,3,interference,2654
35527,02/10/22,0,interference,5183
35529,02/10/22,2,interference,3341
35716,03/10/22,1,interference,4964
35718,03/10/22,3,interference,2539
35719,03/10/22,0,interference,5218
35721,03/10/22,2,interference,3149
35908,04/10/22,1,interference,5123
35910,04/10/22,3,interference,2623
35911,04/10/22,0,interference,5588
35913,04/10/22,2,interference,3278
36100,05/10/22,1,interference,5519
36102,05/10/22,3,interference,2543
36103,05/10/22,0,interference,5843
36105,05/10/22,2,interference,3273
36292,06/10/22,1,interference,5455
36294,06/10/22,3,interference,2540
36295,06/10/22,0,interference,5805
36297,06/10/22,2,interference,3335
36484,07/10/22,1,interference,5754
36486,07/10/22,3,interference,2706
36487,07/10/22,0,interference,5628
36489,07/10/22,2,interference,3587
36676,08/10/22,1,interference,5579
36678,08/10/22,3,interference,2499
36679,08/10/22,0,interference,5807
36681,08/10/22,2,interference,3336
36868,09/10/22,1,interference,5790
36870,09/10/22,3,interference,2508
36871,09/10/22,0,interference,4946
36873,09/10/22,2,interference,3398
37060,10/10/22,1,interference,5494
37062,10/10/22,3,interference,2549
37063,10/10/22,0,interference,5463
37065,10/10/22,2,interference,3459
37252,11/10/22,1,interference,5311
37254,11/10/22,3,interference,2446
37255,11/10/22,0,interference,5887
37257,11/10/22,2,interference,3505
37444,12/10/22,1,interference,5840
37446,12/10/22,3,interference,2570
37447,12/10/22,0,interference,6177
37449,12/10/22,2,interference,3818
37636,13/10/22,1,interference,6509
37638,13/10/22,3,interference,2633
37639,13/10/22,0,interference,5835
37641,13/10/22,2,interference,4108
37828,14/10/22,1,interference,5559
37830,14/10/22,3,interference,2602
37831,14/10/22,0,interference,5344
37833,14/10/22,2,interference,3570
38020,15/10/22,1,interference,5632
38022,15/10/22,3,interference,2569
38023,15/10/22,0,interference,6161
38025,15/10/22,2,interference,3976
38212,16/10/22,1,interference,6035
38214,16/10/22,3,interference,2521
38215,16/10/22,0,interference,6662
38217,16/10/22,2,interference,3835
38404,17/10/22,1,interference,6473
38406,17/10/22,3,interference,2377
38407,17/10/22,0,interference,5431
38409,17/10/22,2,interference,3667
38596,18/10/22,1,interference,4916
38598,18/10/22,3,interference,2684
38599,18/10/22,0,interference,4981
38601,18/10/22,2,interference,2860
38788,19/10/22,1,interference,4692
38790,19/10/22,3,interference,2544
38791,19/10/22,0,interference,4834
38793,19/10/22,2,interference,2888
38980,20/10/22,1,interference,4681
38982,20/10/22,3,interference,2511
38983,20/10/22,0,interference,4794
38985,20/10/22,2,interference,2964
39172,21/10/22,1,interference,5170
39174,21/10/22,3,interference,2514
39175,21/10/22,0,interference,5093
39177,21/10/22,2,interference,2928
39364,22/10/22,1,interference,5238
39366,22/10/22,3,interference,2758
39367,22/10/22,0,interference,5623
39369,22/10/22,2,interference,3317
39556,23/10/22,1,interference,5708
39558,23/10/22,3,interference,2693
39559,23/10/22,0,interference,6015
39561,23/10/22,2,interference,3653
39748,24/10/22,1,interference,6098
39750,24/10/22,3,interference,2721
39751,24/10/22,0,interference,6236
39753,24/10/22,2,interference,3796
39940,25/10/22,1,interference,5798
39942,25/10/22,3,interference,2611
39943,25/10/22,0,interference,4883
39945,25/10/22,2,interference,3100
40132,26/10/22,1,interference,4668
40134,26/10/22,3,interference,2686
40135,26/10/22,0,interference,4912
40137,26/10/22,2,interference,2796
40324,27/10/22,1,interference,4653
40326,27/10/22,3,interference,2559
40327,27/10/22,0,interference,4940
40329,27/10/22,2,interference,2909
40516,28/10/22,1,interference,4865
40518,28/10/22,3,interference,2421
40519,28/10/22,0,interference,4983
40521,28/10/22,2,interference,3146
40708,29/10/22,1,interference,4736
40710,29/10/22,3,interference,2674
40711,29/10/22,0,interference,4727
40713,29/10/22,2,interference,3035
40900,30/10/22,1,interference,4461
40902,30/10/22,3,interference,2504
40903,30/10/22,0,interference,4703
40905,30/10/22,2,interference,2901
41092,31/10/22,1,interference,4641
41094,31/10/22,3,interference,2569
41095,31/10/22,0,interference,4644
41097,31/10/22,2,interference,2793
41284,01/11/22,1,interference,4992
41286,01/11/22,3,interference,2531
41287,01/11/22,0,interference,4618
41289,01/11/22,2,interference,2896
41476,02/11/22,1,interference,4827
41478,02/11/22,3,interference,2625
41479,02/11/22,0,interference,4975
41481,02/11/22,2,interference,3075
41668,03/11/22,1,interference,5329
41670,03/11/22,3,interference,2559
41671,03/11/22,0,interference,5506
41673,03/11/22,2,interference,3307
41860,04/11/22,1,interference,6251
41862,04/11/22,3,interference,2695
41863,04/11/22,0,interference,6114
41865,04/11/22,2,interference,3785
42052,05/11/22,1,interference,5724
42054,05/11/22,3,interference,2743
42055,05/11/22,0,interference,5044
42057,05/11/22,2,interference,3130
42244,06/11/22,1,interference,4982
42246,06/11/22,3,interference,2636
42247,06/11/22,0,interference,4767
42249,06/11/22,2,interference,2941
42444,07/11/22,1,interference,5963
42446,07/11/22,3,interference,2464
42447,07/11/22,0,interference,4817
42449,07/11/22,2,interference,3453
42636,08/11/22,1,interference,5373
42638,08/11/22,3,interference,2634
42639,08/11/22,0,interference,5643
42641,08/11/22,2,interference,3315
42828,09/11/22,1,interference,5463
42830,09/11/22,3,interference,2599
42831,09/11/22,0,interference,5397
42833,09/11/22,2,interference,3511
43020,10/11/22,1,interference,5462
43022,10/11/22,3,interference,2544
43023,10/11/22,0,interference,5753
43025,10/11/22,2,interference,3289
43212,11/11/22,1,interference,5262
43214,11/11/22,3,interference,2444
43215,11/11/22,0,interference,5352
43217,11/11/22,2,interference,3291
43404,12/11/22,1,interference,4715
43406,12/11/22,3,interference,2953
43407,12/11/22,0,interference,6190
43409,12/11/22,2,interference,3222
43596,13/11/22,1,interference,4986
43598,13/11/22,3,interference,2561
43599,13/11/22,0,interference,6551
43601,13/11/22,2,interference,3428
43788,14/11/22,1,interference,4909
43790,14/11/22,3,interference,2872
43791,14/11/22,0,interference,6151
43793,14/11/22,2,interference,3110
43980,15/11/22,1,interference,5120
43982,15/11/22,3,interference,2740
43983,15/11/22,0,interference,6331
43985,15/11/22,2,interference,3290
44172,16/11/22,1,interference,5366
44174,16/11/22,3,interference,2710
44175,16/11/22,0,interference,6589
44177,16/11/22,2,interference,3693
44364,17/11/22,1,interference,5405
44366,17/11/22,3,interference,2544
44367,17/11/22,0,interference,6592
44369,17/11/22,2,interference,3523
44556,18/11/22,1,interference,5057
44558,18/11/22,3,interference,2786
44559,18/11/22,0,interference,6043
44561,18/11/22,2,interference,3235
44748,19/11/22,1,interference,5097
44750,19/11/22,3,interference,2906
44751,19/11/22,0,interference,6714
44753,19/11/22,2,interference,3453
44940,20/11/22,1,interference,5402
44942,20/11/22,3,interference,2583
44943,20/11/22,0,interference,7354
44945,20/11/22,2,interference,3961
45132,21/11/22,1,interference,5422
45134,21/11/22,3,interference,2823
45135,21/11/22,0,interference,6236
45137,21/11/22,2,interference,3935
45324,22/11/22,1,interference,5744
45326,22/11/22,3,interference,2728
45327,22/11/22,0,interference,6191
45329,22/11/22,2,interference,3595
45516,23/11/22,1,interference,5334
45518,23/11/22,3,interference,2691
45519,23/11/22,0,interference,5855
45521,23/11/22,2,interference,3539
45708,24/11/22,1,interference,5042
45710,24/11/22,3,interference,2637
45711,24/11/22,0,interference,5223
45713,24/11/22,2,interference,3062
45900,25/11/22,1,interference,4869
45902,25/11/22,3,interference,2598
45903,25/11/22,0,interference,4875
45905,25/11/22,2,interference,2994
46092,26/11/22,1,interference,4686
46094,26/11/22,3,interference,2650
46095,26/11/22,0,interference,5444
46097,26/11/22,2,interference,3032
46284,27/11/22,1,interference,4817
46286,27/11/22,3,interference,2772
46287,27/11/22,0,interference,6022
46289,27/11/22,2,interference,3344
46476,28/11/22,1,interference,4516
46478,28/11/22,3,interference,2544
46479,28/11/22,0,interference,5380
46481,28/11/22,2,interference,3138
46668,29/11/22,1,interference,5001
46670,29/11/22,3,interference,2680
46671,29/11/22,0,interference,5551
46673,29/11/22,2,interference,2938
46860,30/11/22,1,interference,5589
46862,30/11/22,3,interference,2778
46863,30/11/22,0,interference,5434
46865,30/11/22,2,interference,2978
47052,01/12/22,1,interference,4809
47054,01/12/22,3,interference,2680
47055,01/12/22,0,interference,7063
47057,01/12/22,2,interference,3759
47244,02/12/22,1,interference,4778
47246,02/12/22,3,interference,2768
47247,02/12/22,0,interference,6557
47249,02/12/22,2,interference,3389
47436,03/12/22,1,interference,5340
47438,03/12/22,3,interference,2497
47439,03/12/22,0,interference,5548
47441,03/12/22,2,interference,3154
47628,04/12/22,1,interference,4695
47630,04/12/22,3,interference,2876
47631,04/12/22,0,interference,5976
47633,04/12/22,2,interference,3133
47820,05/12/22,1,interference,4738
47822,05/12/22,3,interference,2868
47823,05/12/22,0,interference,5834
47825,05/12/22,2,interference,3245
48012,06/12/22,1,interference,5200
48014,06/12/22,3,interference,2723
48015,06/12/22,0,interference,5632
48017,06/12/22,2,interference,2917
48204,07/12/22,1,interference,5490
48206,07/12/22,3,interference,2657
48207,07/12/22,0,interference,5486
48209,07/12/22,2,interference,3312
48396,08/12/22,1,interference,5682
48398,08/12/22,3,interference,2622
48399,08/12/22,0,interference,5265
48401,08/12/22,2,interference,3293
48588,09/12/22,1,interference,5484
48590,09/12/22,3,interference,2913
48591,09/12/22,0,interference,4963
48593,09/12/22,2,interference,3304
48780,10/12/22,1,interference,5205
48782,10/12/22,3,interference,2506
48783,10/12/22,0,interference,5151
48785,10/12/22,2,interference,3461
48972,11/12/22,1,interference,5498
48974,11/12/22,3,interference,2713
48975,11/12/22,0,interference,5133
48977,11/12/22,2,interference,3090
